source_city,destination_city,km,fuel,toll
Condeixa-a-Nova,Falagueira,163.19,16.77,4.54
Cadaval,Condeixa-a-Nova,109.13,13.58,4.57
Condeixa-a-Nova,Valbom,113.03,12.12,4.99
Condeixa-a-Nova,Horta,1741.19,162.23,1.8
Condeixa-a-Nova,Estremoz,161.79,14.46,4.82
Condeixa-a-Nova,Sines,242.08,32.82,0.64
Condeixa-a-Nova,São Martinho do Bispo,10.46,0.75,1.48
Condeixa-a-Nova,Valença,212.58,17.47,1.59
Condeixa-a-Nova,Gouveia,87.55,10.54,1.16
Condeixa-a-Nova,Nelas,70.89,8.14,1.52
Condeixa-a-Nova,Gafanha da Nazaré,60.24,6.68,0.23
Alcanena,Condeixa-a-Nova,74.45,3.9,3.48
Arruda dos Vinhos,Condeixa-a-Nova,134.93,18.02,1.53
Condeixa-a-Nova,Ribeira Brava,1127.0,124.66,4.25
Aldeia de Paio Pires,Condeixa-a-Nova,172.66,17.93,3.86
Condeixa-a-Nova,Fátima,56.34,8.26,2.55
Bombarral,Condeixa-a-Nova,109.92,15.48,3.49
Condeixa-a-Nova,Vila Pouca de Aguiar,168.46,13.31,3.18
Condeixa-a-Nova,Miranda do Corvo,14.33,2.12,3.19
Condeixa-a-Nova,Lamaçães,158.8,10.17,4.81
Alcácer do Sal,Condeixa-a-Nova,193.64,26.61,2.69
Condeixa-a-Nova,Vieira do Minho,171.23,14.84,2.01
Condeixa-a-Nova,Moreira,126.33,17.11,3.03
Aldoar,Condeixa-a-Nova,117.76,11.7,2.37
Condeixa-a-Nova,São Félix da Marinha,102.38,7.67,1.12
Condeixa-a-Nova,Sabugal,122.85,17.12,0.41
Condeixa-a-Nova,Mira,40.03,3.44,1.37
Condeixa-a-Nova,Sátão,95.43,9.39,2.59
Arcozelo,Condeixa-a-Nova,104.92,14.89,0.75
Condeixa-a-Nova,Sever do Vouga,67.58,8.74,1.04
Arganil,Condeixa-a-Nova,39.62,3.93,4.44
Condeixa-a-Nova,Tábua,48.45,5.94,3.21
Condeixa-a-Nova,Ponte da Barca,187.92,14.5,3.47
Condeixa-a-Nova,Eiras,15.36,1.59,2.56
Alijó,Condeixa-a-Nova,155.21,21.52,1.32
Condeixa-a-Nova,Vendas Novas,159.77,19.35,2.01
Condeixa-a-Nova,Portela,157.16,14.52,3.83
Condeixa-a-Nova,Costa de Caparica,175.29,16.57,1.63
Condeixa-a-Nova,Óbidos,100.96,13.33,1.01
Ansião,Condeixa-a-Nova,22.93,2.79,3.75
Condeixa-a-Nova,Santa Comba Dão,44.33,6.03,4.43
Calheta,Condeixa-a-Nova,1128.15,168.43,3.14
Condeixa-a-Nova,Esmoriz,94.51,7.27,3.95
Condeixa-a-Nova,São João das Lampas,159.49,8.35,0.91
Condeixa-a-Nova,Resende,118.7,12.41,3.76
Condeixa-a-Nova,Vila Frescainha,158.33,8.16,2.57
Condeixa-a-Nova,Feira,89.88,12.32,4.07
Avintes,Condeixa-a-Nova,110.01,12.67,1.43
Condeixa-a-Nova,Reguengos de Monsaraz,206.35,26.2,4.1
Condeixa-a-Nova,Oliveirinha,55.08,3.75,2.68
Condeixa-a-Nova,Valadares,109.13,8.8,3.21
Condeixa-a-Nova,São Brás de Alportel,333.68,18.18,1.8
Condeixa-a-Nova,Santo André,228.9,31.28,1.74
Condeixa-a-Nova,Murtosa,69.87,8.89,2.03
Condeixa-a-Nova,São João de Ver,93.03,8.94,3.68
Condeixa-a-Nova,Grijó,101.72,8.82,2.71
Condeixa-a-Nova,Vouzela,74.95,8.5,4.37
Condeixa-a-Nova,Montalegre,198.78,25.65,3.97
Condeixa-a-Nova,Cunha Alta,87.13,5.96,3.32
Condeixa-a-Nova,Melres,106.05,13.91,3.06
Condeixa-a-Nova,Vila Franca do Campo,1490.16,124.47,3.92
Condeixa-a-Nova,Estreito de Câmara de Lobos,1122.57,142.49,2.34
Condeixa-a-Nova,Oliveira de Frades,73.57,8.4,1.96
Condeixa-a-Nova,Ericeira,150.34,11.87,3.75
Condeixa-a-Nova,Moimenta da Beira,121.82,7.43,0.29
Condeixa-a-Nova,Sobral de Monte Agraço,134.29,12.66,4.2
Condeixa-a-Nova,Setúbal,180.0,25.34,4.62
Condeixa-a-Nova,Praia do Carvoeiro,334.89,20.13,0.81
Condeixa-a-Nova,Santa Clara,9.76,0.6,1.17
Condeixa-a-Nova,Maceira,58.46,7.05,0.1
Condeixa-a-Nova,Trancoso,122.46,10.21,2.99
Carregal do Sal,Condeixa-a-Nova,55.17,4.0,3.68
Condeixa-a-Nova,Idanha-a-Nova,110.04,13.93,1.68
Condeixa-a-Nova,Guifões,121.23,16.29,3.45
Condeixa-a-Nova,Pinhel,142.34,15.85,2.65
Condeixa-a-Nova,Mortágua,38.34,2.84,0.18
Condeixa-a-Nova,Tavarede,29.86,2.99,4.14
Aljustrel,Condeixa-a-Nova,250.27,20.49,1.91
Condeixa-a-Nova,Melgaço,222.97,29.75,3.91
Condeixa-a-Nova,Paredes de Coura,199.34,17.68,3.47
Condeixa-a-Nova,Gondizalves,158.39,20.81,2.28
Condeixa-a-Nova,Rebordosa,122.36,16.2,2.78
Condeixa-a-Nova,Vinhais,227.11,15.73,3.1
Carregado,Condeixa-a-Nova,128.54,15.41,0.96
Caxias,Condeixa-a-Nova,171.14,23.96,4.83
Almargem,Condeixa-a-Nova,155.76,18.4,3.91
Aver-o-Mar,Condeixa-a-Nova,144.74,17.78,0.33
Condeixa-a-Nova,Vila Nova de Cerveira,203.53,28.25,4.85
Condeixa-a-Nova,Ponta do Sol,1128.7,137.06,0.5
Condeixa-a-Nova,Rabo de Peixe,1500.36,177.69,2.9
Condeixa-a-Nova,Lourosa,96.32,7.05,4.73
Condeixa-a-Nova,Ferreira do Zêzere,49.84,5.57,1.55
Condeixa-a-Nova,Torre de Moncorvo,166.82,12.61,1.28
Chamusca,Condeixa-a-Nova,84.1,6.68,3.1
Sobrado de Paiva,São Pedro do Sul,37.18,3.28,1.77
Ponte de Sôr,São Pedro do Sul,166.87,18.18,3.06
Cabeceiras de Basto,São Pedro do Sul,85.33,5.65,1.71
Quarteira,São Pedro do Sul,408.6,37.73,1.48
Sertã,São Pedro do Sul,105.44,13.46,3.83
Batalha,São Pedro do Sul,137.13,7.98,2.52
Macedo de Cavaleiros,São Pedro do Sul,127.89,11.55,2.51
Ramada,São Pedro do Sul,236.6,34.52,2.13
Serpa,São Pedro do Sul,315.48,26.23,2.18
Castro Daire,São Pedro do Sul,20.1,1.18,3.84
Penacova,São Pedro do Sul,56.28,7.17,4.82
Moura,São Pedro do Sul,294.62,28.21,1.95
Sobreda,São Pedro do Sul,252.31,24.01,1.87
Nazaré,São Pedro do Sul,153.49,11.63,1.22
Grândola,São Pedro do Sul,288.94,20.63,4.99
Anta,São Pedro do Sul,55.05,8.13,3.37
Falagueira,São Pedro do Sul,242.37,28.11,1.29
Cadaval,São Pedro do Sul,188.48,23.69,1.17
São Pedro do Sul,Valbom,59.87,6.65,2.52
Horta,São Pedro do Sul,1778.3,216.53,0.31
Estremoz,São Pedro do Sul,215.75,13.59,0.7
Sines,São Pedro do Sul,317.86,33.26,2.54
São Martinho do Bispo,São Pedro do Sul,69.38,8.79,3.22
São Pedro do Sul,Valença,149.67,11.25,1.59
Gouveia,São Pedro do Sul,48.27,5.07,0.27
Nelas,São Pedro do Sul,31.74,4.14,3.9
Gafanha da Nazaré,São Pedro do Sul,56.45,5.11,0.22
Alcanena,São Pedro do Sul,152.28,8.9,4.55
Arruda dos Vinhos,São Pedro do Sul,214.0,14.58,4.88
Ribeira Brava,São Pedro do Sul,1202.68,90.66,2.02
Aldeia de Paio Pires,São Pedro do Sul,251.09,31.05,4.94
Fátima,São Pedro do Sul,134.87,11.51,0.34
Bombarral,São Pedro do Sul,189.18,13.85,3.8
São Pedro do Sul,Vila Pouca de Aguiar,89.2,6.28,4.71
Miranda do Corvo,São Pedro do Sul,75.64,10.79,3.24
Lamaçães,São Pedro do Sul,92.42,5.76,4.69
Alcácer do Sal,São Pedro do Sul,266.74,23.99,4.33
São Pedro do Sul,Vieira do Minho,98.26,14.13,4.37
Moreira,São Pedro do Sul,73.97,10.4,0.74
Aldoar,São Pedro do Sul,68.74,6.69,1.71
São Félix da Marinha,São Pedro do Sul,56.52,5.94,2.0
Sabugal,São Pedro do Sul,93.84,10.0,4.76
Mira,São Pedro do Sul,66.99,8.35,3.59
Sátão,São Pedro do Sul,29.62,1.81,4.32
Arcozelo,São Pedro do Sul,58.99,4.81,0.87
Sever do Vouga,São Pedro do Sul,25.61,1.67,1.0
Arganil,São Pedro do Sul,59.05,4.35,3.11
São Pedro do Sul,Tábua,42.66,3.47,0.61
Ponte da Barca,São Pedro do Sul,121.14,7.12,3.03
Eiras,São Pedro do Sul,64.02,5.99,1.92
Alijó,São Pedro do Sul,76.78,11.19,4.56
São Pedro do Sul,Vendas Novas,232.45,31.44,2.95
Portela,São Pedro do Sul,236.03,26.04,3.42
Costa de Caparica,São Pedro do Sul,254.35,18.88,2.18
São Pedro do Sul,Óbidos,180.02,14.62,4.96
Ansião,São Pedro do Sul,97.63,14.5,1.26
Santa Comba Dão,São Pedro do Sul,39.45,4.06,3.61
Calheta,São Pedro do Sul,1203.59,63.52,1.95
Esmoriz,São Pedro do Sul,52.97,3.4,2.16
São João das Lampas,São Pedro do Sul,238.79,16.27,1.15
Resende,São Pedro do Sul,40.09,5.63,1.53
São Pedro do Sul,Vila Frescainha,99.91,9.49,1.58
Feira,São Pedro do Sul,44.63,3.26,1.85
Avintes,São Pedro do Sul,56.88,4.45,4.93
Reguengos de Monsaraz,São Pedro do Sul,263.08,33.86,2.71
Oliveirinha,São Pedro do Sul,47.09,4.34,1.64
São Pedro do Sul,Valadares,61.5,6.36,3.18
São Brás de Alportel,São Pedro do Sul,399.97,59.62,1.07
Santo André,São Pedro do Sul,304.23,41.83,1.69
Murtosa,São Pedro do Sul,48.32,3.86,2.88
São João de Ver,São Pedro do Sul,46.66,5.75,1.64
Grijó,São Pedro do Sul,53.42,3.53,2.78
São Pedro do Sul,Vouzela,4.87,0.61,1.77
Montalegre,São Pedro do Sul,121.5,9.14,3.55
Cunha Alta,São Pedro do Sul,35.58,1.79,0.21
Melres,São Pedro do Sul,45.08,4.41,1.05
São Pedro do Sul,Vila Franca do Campo,1534.04,220.25,2.16
Estreito de Câmara de Lobos,São Pedro do Sul,1198.38,97.49,1.89
Oliveira de Frades,São Pedro do Sul,9.52,1.09,3.22
Ericeira,São Pedro do Sul,229.55,31.8,4.82
Moimenta da Beira,São Pedro do Sul,45.92,6.25,1.87
Sobral de Monte Agraço,São Pedro do Sul,213.59,15.78,3.89
Setúbal,São Pedro do Sul,257.08,31.67,4.78
Praia do Carvoeiro,São Pedro do Sul,406.68,22.35,4.98
Santa Clara,São Pedro do Sul,69.63,6.85,4.68
Maceira,São Pedro do Sul,137.45,10.12,3.22
São Pedro do Sul,Trancoso,60.62,6.44,4.36
Carregal do Sal,São Pedro do Sul,35.62,4.77,0.72
Idanha-a-Nova,São Pedro do Sul,116.08,5.99,2.15
Guifões,São Pedro do Sul,71.03,6.34,2.84
Pinhel,São Pedro do Sul,84.51,5.98,1.75
Mortágua,São Pedro do Sul,41.89,4.21,1.32
São Pedro do Sul,Tavarede,92.47,9.93,1.68
Aljustrel,São Pedro do Sul,319.02,26.32,4.43
Melgaço,São Pedro do Sul,152.71,15.28,2.51
Paredes de Coura,São Pedro do Sul,135.39,17.25,1.96
Gondizalves,São Pedro do Sul,93.87,13.24,3.06
Rebordosa,São Pedro do Sul,59.61,8.53,3.69
São Pedro do Sul,Vinhais,148.39,12.94,4.34
Carregado,São Pedro do Sul,207.28,30.16,0.52
Caxias,São Pedro do Sul,250.36,33.3,1.24
Almargem,São Pedro do Sul,235.08,16.5,1.05
Aver-o-Mar,São Pedro do Sul,93.58,5.57,3.27
São Pedro do Sul,Vila Nova de Cerveira,143.82,7.7,2.47
Ponta do Sol,São Pedro do Sul,1204.31,111.88,1.2
Rabo de Peixe,São Pedro do Sul,1543.63,108.81,4.36
Lourosa,São Pedro do Sul,48.28,2.6,4.98
Ferreira do Zêzere,São Pedro do Sul,118.04,11.39,4.39
São Pedro do Sul,Torre de Moncorvo,93.11,8.02,0.52
Chamusca,São Pedro do Sul,158.4,10.78,2.11
Ponte de Sôr,Sobrado de Paiva,200.78,20.59,3.26
Cabeceiras de Basto,Sobrado de Paiva,57.35,7.55,0.99
Quarteira,Sobrado de Paiva,441.54,56.08,2.01
Sertã,Sobrado de Paiva,138.9,9.35,2.73
Batalha,Sobrado de Paiva,160.58,21.82,4.32
Macedo de Cavaleiros,Sobrado de Paiva,123.7,16.2,0.42
Ramada,Sobrado de Paiva,260.78,27.43,1.93
Serpa,Sobrado de Paiva,350.52,24.94,0.85
Castro Daire,Sobrado de Paiva,33.07,3.63,3.7
Penacova,Sobrado de Paiva,86.37,5.83,2.28
Moura,Sobrado de Paiva,330.22,32.35,3.74
Sobrado de Paiva,Sobreda,277.13,38.62,3.83
Nazaré,Sobrado de Paiva,173.87,12.34,1.5
Grândola,Sobrado de Paiva,319.37,34.7,2.68
Anta,Sobrado de Paiva,29.56,3.27,2.61
Falagueira,Sobrado de Paiva,266.43,15.5,3.44
Cadaval,Sobrado de Paiva,211.23,16.87,2.68
Sobrado de Paiva,Valbom,26.27,1.87,1.27
Horta,Sobrado de Paiva,1761.64,101.56,3.17
Estremoz,Sobrado de Paiva,251.5,23.96,1.83
Sines,Sobrado de Paiva,346.73,19.19,2.03
Sobrado de Paiva,São Martinho do Bispo,94.27,13.42,2.27
Sobrado de Paiva,Valença,113.25,16.3,2.57
Gouveia,Sobrado de Paiva,83.19,10.76,3.75
Nelas,Sobrado de Paiva,68.79,8.02,4.09
Gafanha da Nazaré,Sobrado de Paiva,58.82,8.31,4.42
Alcanena,Sobrado de Paiva,179.18,10.98,3.31
Arruda dos Vinhos,Sobrado de Paiva,238.58,32.13,1.99
Ribeira Brava,Sobrado de Paiva,1214.04,76.75,0.65
Aldeia de Paio Pires,Sobrado de Paiva,276.96,18.68,4.12
Fátima,Sobrado de Paiva,160.97,22.27,1.53
Bombarral,Sobrado de Paiva,211.13,17.79,3.6
Sobrado de Paiva,Vila Pouca de Aguiar,72.7,7.16,2.73
Miranda do Corvo,Sobrado de Paiva,104.98,15.21,3.96
Lamaçães,Sobrado de Paiva,56.4,3.61,0.17
Alcácer do Sal,Sobrado de Paiva,297.35,30.84,1.99
Sobrado de Paiva,Vieira do Minho,66.5,7.3,0.34
Moreira,Sobrado de Paiva,38.65,4.84,4.69
Aldoar,Sobrado de Paiva,35.6,1.98,0.53
Sobrado de Paiva,São Félix da Marinha,29.15,2.15,3.26
Sabugal,Sobrado de Paiva,126.44,16.37,1.07
Mira,Sobrado de Paiva,78.64,8.12,4.67
Sobrado de Paiva,Sátão,58.5,5.11,4.47
Arcozelo,Sobrado de Paiva,30.51,4.52,4.6
Sever do Vouga,Sobrado de Paiva,37.17,2.39,0.89
Arganil,Sobrado de Paiva,93.65,11.36,3.08
Sobrado de Paiva,Tábua,78.02,6.54,0.03
Ponte da Barca,Sobrado de Paiva,85.62,6.24,0.73
Eiras,Sobrado de Paiva,89.96,9.16,1.16
Alijó,Sobrado de Paiva,72.07,8.59,2.37
Sobrado de Paiva,Vendas Novas,263.19,17.48,3.4
Portela,Sobrado de Paiva,261.04,26.27,0.16
Costa de Caparica,Sobrado de Paiva,278.8,30.36,2.78
Sobrado de Paiva,Óbidos,201.28,27.97,0.99
Ansião,Sobrado de Paiva,125.92,6.63,0.99
Santa Comba Dão,Sobrado de Paiva,72.83,9.17,3.21
Calheta,Sobrado de Paiva,1214.6,67.18,1.98
Esmoriz,Sobrado de Paiva,31.04,1.68,4.91
Sobrado de Paiva,São João das Lampas,260.47,16.32,3.22
Resende,Sobrado de Paiva,28.16,4.06,1.0
Sobrado de Paiva,Vila Frescainha,62.73,3.46,2.27
Feira,Sobrado de Paiva,25.99,3.54,3.79
Avintes,Sobrado de Paiva,24.09,2.58,1.82
Reguengos de Monsaraz,Sobrado de Paiva,298.63,16.02,0.7
Oliveirinha,Sobrado de Paiva,55.27,3.49,1.37
Sobrado de Paiva,Valadares,30.94,3.28,3.47
Sobrado de Paiva,São Brás de Alportel,433.68,46.78,4.91
Santo André,Sobrado de Paiva,333.45,21.47,3.6
Murtosa,Sobrado de Paiva,45.77,5.1,3.37
Sobrado de Paiva,São João de Ver,25.15,1.94,3.32
Grijó,Sobrado de Paiva,25.66,2.28,0.33
Sobrado de Paiva,Vouzela,38.29,3.54,2.22
Montalegre,Sobrado de Paiva,95.66,12.31,0.0
Cunha Alta,Sobrado de Paiva,69.56,5.97,3.8
Melres,Sobrado de Paiva,10.55,1.42,3.76
Sobrado de Paiva,Vila Franca do Campo,1520.89,174.79,0.95
Estreito de Câmara de Lobos,Sobrado de Paiva,1209.93,160.67,4.37
Oliveira de Frades,Sobrado de Paiva,35.77,4.51,0.86
Ericeira,Sobrado de Paiva,250.73,30.17,2.16
Moimenta da Beira,Sobrado de Paiva,56.04,7.11,2.27
Sobrado de Paiva,Sobral de Monte Agraço,237.16,21.26,1.92
Setúbal,Sobrado de Paiva,284.73,23.85,4.0
Praia do Carvoeiro,Sobrado de Paiva,438.2,22.55,3.41
Santa Clara,Sobrado de Paiva,95.77,12.21,1.13
Maceira,Sobrado de Paiva,159.46,8.1,4.35
Sobrado de Paiva,Trancoso,83.3,5.43,3.64
Carregal do Sal,Sobrado de Paiva,71.78,3.89,1.83
Idanha-a-Nova,Sobrado de Paiva,152.89,18.44,2.19
Guifões,Sobrado de Paiva,36.95,3.54,0.75
Pinhel,Sobrado de Paiva,105.99,13.18,2.08
Mortágua,Sobrado de Paiva,72.24,7.45,4.48
Sobrado de Paiva,Tavarede,108.69,6.05,0.78
Aljustrel,Sobrado de Paiva,351.73,31.73,1.95
Melgaço,Sobrado de Paiva,119.1,16.58,4.75
Paredes de Coura,Sobrado de Paiva,99.11,9.09,1.31
Gondizalves,Sobrado de Paiva,57.31,3.51,1.23
Rebordosa,Sobrado de Paiva,22.45,1.96,1.71
Sobrado de Paiva,Vinhais,136.92,16.99,3.2
Carregado,Sobrado de Paiva,232.72,18.96,3.42
Caxias,Sobrado de Paiva,274.17,30.63,2.46
Almargem,Sobrado de Paiva,258.31,36.69,2.33
Aver-o-Mar,Sobrado de Paiva,57.42,5.44,4.39
Sobrado de Paiva,Vila Nova de Cerveira,106.85,10.7,0.01
Ponta do Sol,Sobrado de Paiva,1215.57,122.89,4.43
Rabo de Peixe,Sobrado de Paiva,1530.17,173.75,1.99
Lourosa,Sobrado de Paiva,23.95,2.62,3.45
Ferreira do Zêzere,Sobrado de Paiva,149.29,18.43,0.21
Sobrado de Paiva,Torre de Moncorvo,97.58,5.37,2.07
Chamusca,Sobrado de Paiva,187.9,15.22,2.61
Cabeceiras de Basto,Ponte de Sôr,251.94,31.75,2.36
Ponte de Sôr,Quarteira,241.92,25.14,0.66
Ponte de Sôr,Sertã,61.89,8.96,2.21
Batalha,Ponte de Sôr,83.77,8.47,1.46
Macedo de Cavaleiros,Ponte de Sôr,269.26,39.4,0.43
Ponte de Sôr,Ramada,113.57,14.99,0.81
Ponte de Sôr,Serpa,150.57,18.2,3.19
Castro Daire,Ponte de Sôr,183.57,9.8,0.91
Penacova,Ponte de Sôr,115.25,10.69,3.75
Moura,Ponte de Sôr,132.28,6.87,1.29
Ponte de Sôr,Sobreda,121.96,7.61,4.91
Nazaré,Ponte de Sôr,99.06,12.95,5.0
Grândola,Ponte de Sôr,128.45,15.58,1.34
Anta,Ponte de Sôr,202.28,17.02,3.09
Falagueira,Ponte de Sôr,118.52,6.61,1.36
Cadaval,Ponte de Sôr,94.12,10.28,4.54
Ponte de Sôr,Valbom,214.67,28.72,0.63
Horta,Ponte de Sôr,1787.19,194.48,4.21
Estremoz,Ponte de Sôr,57.96,3.61,3.8
Ponte de Sôr,Sines,161.69,21.47,2.02
Ponte de Sôr,São Martinho do Bispo,114.0,16.94,1.08
Ponte de Sôr,Valença,313.23,16.41,0.4
Gouveia,Ponte de Sôr,143.38,19.43,2.81
Nelas,Ponte de Sôr,141.55,7.18,2.26
Gafanha da Nazaré,Ponte de Sôr,165.28,17.17,2.3
Alcanena,Ponte de Sôr,61.46,6.59,1.53
Arruda dos Vinhos,Ponte de Sôr,96.01,10.1,4.68
Ponte de Sôr,Ribeira Brava,1094.12,101.85,1.22
Aldeia de Paio Pires,Ponte de Sôr,115.3,13.84,1.56
Fátima,Ponte de Sôr,70.35,5.7,2.29
Bombarral,Ponte de Sôr,99.14,5.59,4.93
Ponte de Sôr,Vila Pouca de Aguiar,250.28,12.89,4.34
Miranda do Corvo,Ponte de Sôr,98.61,8.57,1.97
Lamaçães,Ponte de Sôr,257.1,14.38,2.05
Alcácer do Sal,Ponte de Sôr,106.56,10.07,4.48
Ponte de Sôr,Vieira do Minho,265.1,27.67,3.07
Moreira,Ponte de Sôr,228.74,22.36,4.03
Aldoar,Ponte de Sôr,220.6,13.8,2.58
Ponte de Sôr,São Félix da Marinha,205.1,28.02,1.2
Ponte de Sôr,Sabugal,145.74,12.42,4.08
Mira,Ponte de Sôr,145.1,14.04,3.25
Ponte de Sôr,Sátão,166.83,16.95,3.69
Arcozelo,Ponte de Sôr,207.77,25.28,1.44
Ponte de Sôr,Sever do Vouga,165.92,8.45,3.98
Arganil,Ponte de Sôr,107.82,11.46,0.64
Ponte de Sôr,Tábua,124.25,12.76,2.07
Ponte da Barca,Ponte de Sôr,286.39,31.05,1.17
Eiras,Ponte de Sôr,115.97,7.14,0.49
Alijó,Ponte de Sôr,229.8,16.49,3.69
Ponte de Sôr,Vendas Novas,74.12,7.28,3.04
Ponte de Sôr,Portela,108.46,7.8,5.0
Costa de Caparica,Ponte de Sôr,125.61,14.11,0.15
Ponte de Sôr,Óbidos,99.78,12.82,0.62
Ansião,Ponte de Sôr,82.7,11.35,3.22
Ponte de Sôr,Santa Comba Dão,128.14,14.97,3.02
Calheta,Ponte de Sôr,1096.32,58.44,3.34
Esmoriz,Ponte de Sôr,197.54,25.01,1.59
Ponte de Sôr,São João das Lampas,129.16,8.59,2.34
Ponte de Sôr,Resende,205.73,16.38,0.35
Ponte de Sôr,Vila Frescainha,259.93,13.88,0.41
Feira,Ponte de Sôr,191.74,15.96,4.99
Avintes,Ponte de Sôr,211.49,15.81,2.11
Ponte de Sôr,Reguengos de Monsaraz,101.11,13.89,0.68
Oliveirinha,Ponte de Sôr,158.98,8.02,3.85
Ponte de Sôr,Valadares,211.86,15.98,2.16
Ponte de Sôr,São Brás de Alportel,233.12,33.54,0.95
Ponte de Sôr,Santo André,147.39,21.26,4.49
Murtosa,Ponte de Sôr,173.84,24.7,1.97
Ponte de Sôr,São João de Ver,194.94,17.25,4.44
Grijó,Ponte de Sôr,203.87,19.81,2.06
Ponte de Sôr,Vouzela,164.04,23.24,3.74
Montalegre,Ponte de Sôr,286.67,27.15,2.64
Cunha Alta,Ponte de Sôr,152.74,15.91,0.65
Melres,Ponte de Sôr,204.87,14.28,1.98
Ponte de Sôr,Vila Franca do Campo,1527.36,190.31,1.62
Estreito de Câmara de Lobos,Ponte de Sôr,1089.15,146.93,4.14
Oliveira de Frades,Ponte de Sôr,165.35,15.67,4.47
Ericeira,Ponte de Sôr,125.63,12.35,3.54
Moimenta da Beira,Ponte de Sôr,195.45,22.35,2.14
Ponte de Sôr,Sobral de Monte Agraço,101.88,8.87,2.03
Ponte de Sôr,Setúbal,110.99,9.27,3.8
Ponte de Sôr,Praia do Carvoeiro,241.74,24.16,2.6
Ponte de Sôr,Santa Clara,110.96,6.61,0.67
Maceira,Ponte de Sôr,90.97,9.76,3.12
Ponte de Sôr,Trancoso,179.55,15.81,0.64
Carregal do Sal,Ponte de Sôr,131.63,10.44,0.94
Idanha-a-Nova,Ponte de Sôr,99.87,6.84,0.5
Guifões,Ponte de Sôr,223.95,22.92,0.54
Pinhel,Ponte de Sôr,188.54,17.13,4.64
Mortágua,Ponte de Sôr,128.77,12.15,2.65
Ponte de Sôr,Tavarede,124.6,15.59,2.34
Aljustrel,Ponte de Sôr,152.72,19.91,0.78
Melgaço,Ponte de Sôr,319.32,18.44,0.61
Paredes de Coura,Ponte de Sôr,299.39,30.06,4.44
Gondizalves,Ponte de Sôr,257.61,31.35,0.86
Ponte de Sôr,Rebordosa,221.35,19.37,1.96
Ponte de Sôr,Vinhais,297.81,35.88,0.04
Carregado,Ponte de Sôr,86.63,7.64,1.54
Caxias,Ponte de Sôr,126.01,14.14,1.27
Almargem,Ponte de Sôr,117.92,17.55,3.79
Aver-o-Mar,Ponte de Sôr,247.96,17.79,4.92
Ponte de Sôr,Vila Nova de Cerveira,305.35,21.99,2.25
Ponta do Sol,Ponte de Sôr,1096.13,121.22,2.01
Ponte de Sôr,Rabo de Peixe,1538.42,178.22,1.04
Lourosa,Ponte de Sôr,198.13,15.21,0.77
Ferreira do Zêzere,Ponte de Sôr,55.45,8.18,4.01
Ponte de Sôr,Torre de Moncorvo,229.24,21.98,3.4
Chamusca,Ponte de Sôr,42.48,3.24,0.89
Cabeceiras de Basto,Quarteira,493.81,70.16,2.2
Cabeceiras de Basto,Sertã,190.73,20.72,3.59
Batalha,Cabeceiras de Basto,217.64,19.87,2.59
Cabeceiras de Basto,Macedo de Cavaleiros,87.66,12.2,2.81
Cabeceiras de Basto,Ramada,317.88,21.07,3.28
Cabeceiras de Basto,Serpa,399.46,26.55,3.55
Cabeceiras de Basto,Castro Daire,68.72,7.64,4.03
Cabeceiras de Basto,Penacova,140.62,12.62,0.4
Cabeceiras de Basto,Moura,377.89,53.03,4.59
Cabeceiras de Basto,Sobreda,334.12,48.0,2.29
Cabeceiras de Basto,Nazaré,231.22,24.07,2.33
Cabeceiras de Basto,Grândola,374.01,19.82,4.57
Anta,Cabeceiras de Basto,77.1,4.03,2.54
Cabeceiras de Basto,Falagueira,323.55,16.5,3.59
Cabeceiras de Basto,Cadaval,268.46,38.21,3.04
Cabeceiras de Basto,Valbom,63.75,3.62,0.82
Cabeceiras de Basto,Horta,1787.69,216.39,4.98
Cabeceiras de Basto,Estremoz,299.04,24.12,4.28
Cabeceiras de Basto,Sines,402.36,48.08,3.28
Cabeceiras de Basto,São Martinho do Bispo,150.65,21.73,4.22
Cabeceiras de Basto,Valença,77.49,5.68,3.14
Cabeceiras de Basto,Gouveia,117.82,8.62,3.16
Cabeceiras de Basto,Nelas,111.77,9.42,1.2
Cabeceiras de Basto,Gafanha da Nazaré,115.12,15.6,3.28
Alcanena,Cabeceiras de Basto,235.44,30.96,4.09
Arruda dos Vinhos,Cabeceiras de Basto,295.58,21.72,2.28
Cabeceiras de Basto,Ribeira Brava,1268.37,86.24,1.8
Aldeia de Paio Pires,Cabeceiras de Basto,333.7,19.23,2.35
Cabeceiras de Basto,Fátima,217.43,27.59,2.79
Bombarral,Cabeceiras de Basto,268.44,32.39,4.83
Cabeceiras de Basto,Vila Pouca de Aguiar,30.84,1.7,3.45
Cabeceiras de Basto,Miranda do Corvo,159.82,23.85,0.42
Cabeceiras de Basto,Lamaçães,33.08,4.01,4.37
Alcácer do Sal,Cabeceiras de Basto,351.86,43.41,3.97
Cabeceiras de Basto,Vieira do Minho,17.07,1.28,1.8
Cabeceiras de Basto,Moreira,61.97,8.0,2.96
Aldoar,Cabeceiras de Basto,67.86,3.74,3.59
Cabeceiras de Basto,São Félix da Marinha,74.85,6.84,1.37
Cabeceiras de Basto,Sabugal,150.38,17.44,3.2
Cabeceiras de Basto,Mira,135.81,13.53,4.03
Cabeceiras de Basto,Sátão,90.2,6.03,0.26
Arcozelo,Cabeceiras de Basto,74.12,4.97,0.9
